,Rshoulder_x,Rshoulder_y,Lshoulder_x,Lshoulder_y,Rhip_x,Rhip_y,Lhip_x,Lhip_y,Rknee_x,Rknee_y,Lknee_x,Lknee_y,Rankle_x,Rankle_y,Lankle_x,Lankle_y,Rknee_angle,Lknee_angle,Rhip_angle,Lhip_angle,Relbow_x,Relbow_y,Lelbow_x,Lelbow_y,Rwrist_x,Rwrist_y,Lwrist_x,Lwrist_y,Relbow_angle,Lelbow_angle,labels
0,0.3898242115974426,0.307686448097229,0.5169795155525208,0.3117094337940216,0.41961950063705444,0.5620833039283752,0.49568042159080505,0.5561158657073975,0.4330231249332428,0.7503780722618103,0.5078501105308533,0.7419852614402771,0.449075847864151,0.9237740635871887,0.5218631029129028,0.9049589037895203,1.2175850259230572,1.1683259246148339,2.608432416568064,8.726587705656868,0.37588682770729065,0.4385613203048706,0.37588682770729065,0.4385613203048706,0.3692237138748169,0.5477222800254822,0.3692237138748169,0.5477222800254822,2.5857808342876467,44.54934812157035,2.0
1,0.3869498670101166,0.3057490587234497,0.5144973397254944,0.30928876996040344,0.41755881905555725,0.5641315579414368,0.4943543076515198,0.5566814541816711,0.43039989471435547,0.7481864094734192,0.5078628063201904,0.74175626039505,0.44879740476608276,0.9226300716400146,0.5224405527114868,0.9047203063964844,2.029456372825905,0.937135521898,2.7650595393123183,8.829409911808881,0.3689367473125458,0.4384225904941559,0.3689367473125458,0.4384225904941559,0.36258870363235474,0.5496699213981628,0.36258870363235474,0.5496699213981628,4.4658908774725035,45.15632663566814,2.0
2,0.3866059184074402,0.3064303696155548,0.5149637460708618,0.3085514008998871,0.41836580634117126,0.5632108449935913,0.4963483214378357,0.5563454031944275,0.4312867522239685,0.7484170794487,0.5102846026420593,0.7401674389839172,0.4514252543449402,0.9231200814247131,0.519983172416687,0.9128122329711914,2.5848375162075,1.1202341307533459,3.060034427163913,8.631779811084897,0.3648519515991211,0.4392067790031433,0.3648519515991211,0.4392067790031433,0.3502029776573181,0.547737181186676,0.3502029776573181,0.547737181186676,1.617536995365441,41.27702347300536,2.0
3,0.4051465094089508,0.30642223358154297,0.535957932472229,0.3088442087173462,0.4300270676612854,0.5645445585250854,0.5060760378837585,0.5619684457778931,0.44026127457618713,0.7571929097175598,0.5204821228981018,0.7496745586395264,0.45139726996421814,0.9249065518379211,0.5436740517616272,0.9315894842147827,0.7578891118973843,2.8765811406788657,2.4648539209373723,11.12147451197518,0.3795265555381775,0.4388681948184967,0.3795265555381775,0.4388681948184967,0.36315661668777466,0.5441225171089172,0.36315661668777466,0.5441225171089172,2.107669211908558,41.42678171900795,2.0
4,0.44212445616722107,0.3119005262851715,0.571532130241394,0.30308714509010315,0.46078014373779297,0.5617810487747192,0.5371233224868774,0.5638467669487,0.45446649193763733,0.7518951892852783,0.5355032086372375,0.7552319765090942,0.4534914493560791,0.9241897463798523,0.5454370379447937,0.934626042842865,1.5778395244111607,3.6544880659079695,6.171773884795499,7.032086286224597,0.4225545823574066,0.44099438190460205,0.4225545823574066,0.44099438190460205,0.40662306547164917,0.5424009561538696,0.40662306547164917,0.5424009561538696,0.30842067759041925,38.281339607104655,2.0
5,0.46950775384902954,0.3109267055988312,0.591381311416626,0.28907594084739685,0.4794839024543762,0.564975917339325,0.5540283918380737,0.5686006546020508,0.45647549629211426,0.7401753067970276,0.5489200353622437,0.7568212151527405,0.46664151549339294,0.9179118871688843,0.5509889721870422,0.9333654642105103,10.755252426610383,2.2260644765641757,9.730433796693148,6.056708844363129,0.4536965787410736,0.44053372740745544,0.4536965787410736,0.44053372740745544,0.4394546151161194,0.5459718704223633,0.4394546151161194,0.5459718704223633,0.7372906607616585,34.58020842557693,2.0
6,0.478285014629364,0.3136832118034363,0.5908042192459106,0.28489449620246887,0.48461514711380005,0.5593971610069275,0.5547598004341125,0.559015691280365,0.46901312470436096,0.736468493938446,0.5479706525802612,0.7447509765625,0.4862644076347351,0.9008581638336182,0.5509274005889893,0.9346612691879272,11.026185733668342,2.985366513244969,6.511152485771333,5.397503665024601,0.4639896750450134,0.44631919264793396,0.4639896750450134,0.44631919264793396,0.4454287886619568,0.547568142414093,0.4454287886619568,0.547568142414093,4.236558451559745,27.764944859341426,2.0
7,0.4772144854068756,0.33168014883995056,0.5633019804954529,0.30813583731651306,0.4773985743522644,0.5691206455230713,0.5354536175727844,0.5632249712944031,0.47737208008766174,0.7433745265007019,0.5331246852874756,0.7456575632095337,0.4912789463996887,0.900905191898346,0.5485349893569946,0.9287014603614807,5.053725566086882,5.543730369688717,0.05313321139180971,5.498972432140363,0.45930737257003784,0.45853492617607117,0.45930737257003784,0.45853492617607117,0.4381868243217468,0.558745801448822,0.4381868243217468,0.558745801448822,3.866620374608914,22.760683195043015,2.0
8,0.4506247937679291,0.34693706035614014,0.5391062498092651,0.31454578042030334,0.46205955743789673,0.573258638381958,0.518134355545044,0.5641074776649475,0.4713589549064636,0.7477889657020569,0.5154696702957153,0.7451451420783997,0.49117928743362427,0.9028788805007935,0.5394694805145264,0.9192192554473877,4.2328905225714095,8.693223199031564,0.15759756492346355,3.960286300114177,0.4372929632663727,0.4732106924057007,0.4372929632663727,0.4732106924057007,0.422947496175766,0.5669367909431458,0.422947496175766,0.5669367909431458,2.6751086719884256,23.985774818606814,2.0
9,0.43934306502342224,0.35201606154441833,0.5408543348312378,0.32328498363494873,0.454659640789032,0.5703219771385193,0.5131406188011169,0.5641184449195862,0.46634501218795776,0.7441700100898743,0.4936087131500244,0.739957869052887,0.4893445372581482,0.8956234455108643,0.4922620356082916,0.917546808719635,4.7894809839880566,5.903850066925173,0.16794668034538063,0.2260694996933239,0.42456063628196716,0.47429558634757996,0.42456063628196716,0.47429558634757996,0.41181984543800354,0.5701490640640259,0.41181984543800354,0.5701490640640259,0.6782783539827903,30.02862899871846,2.0
